index,Sex,Type,Age,Date,Value
1100,KOBIETY,D+E,25-34,2011,28
1092,KOBIETY,C+E,55-64,2011,2
1093,KOBIETY,C1,45-54,2011,1
1094,KOBIETY,C1+E,45-54,2011,1
1095,KOBIETY,D,18-24,2011,44
1096,KOBIETY,D,25-34,2011,148
1097,KOBIETY,D,35-44,2011,79
1098,KOBIETY,D,45-54,2011,20
1099,KOBIETY,D+E,18-24,2011,11
1101,KOBIETY,D+E,35-44,2011,13
1102,KOBIETY,D+E,45-54,2011,3
1103,KOBIETY,T,do 18,2011,14
1104,KOBIETY,T,18-24,2011,26
1105,KOBIETY,T,25-34,2011,7
1106,KOBIETY,T,35-44,2011,6
1107,KOBIETY,T,45-54,2011,1
1108,KOBIETY,U,18-24,2011,6
1109,KOBIETY,U,25-34,2011,15
1123,MĘŻCZYŹNI,A1,45-54,2011,2
1122,MĘŻCZYŹNI,A1,35-44,2011,10
1121,MĘŻCZYŹNI,A1,25-34,2011,10
1120,MĘŻCZYŹNI,A1,18-24,2011,87
1119,MĘŻCZYŹNI,A1,do 18,2011,1946
1118,MĘŻCZYŹNI,A,od 65,2011,6
1091,KOBIETY,C+E,45-54,2011,10
1117,MĘŻCZYŹNI,A,55-64,2011,182
1115,MĘŻCZYŹNI,A,35-44,2011,5385
1114,MĘŻCZYŹNI,A,25-34,2011,19804
1113,MĘŻCZYŹNI,A,18-24,2011,27032
1112,MĘŻCZYŹNI,A,do 18,2011,1
1111,KOBIETY,U,45-54,2011,7
1110,KOBIETY,U,35-44,2011,17
1116,MĘŻCZYŹNI,A,45-54,2011,1021
1125,MĘŻCZYŹNI,B,25-34,2011,30957
1090,KOBIETY,C+E,35-44,2011,42
1088,KOBIETY,C+E,18-24,2011,50
1057,KOBIETY,A,18-24,2011,2896
1058,KOBIETY,A,25-34,2011,3053
1059,KOBIETY,A,35-44,2011,881
1060,KOBIETY,A,45-54,2011,124
1061,KOBIETY,A,55-64,2011,5
1062,KOBIETY,A1,do 18,2011,87
1063,KOBIETY,A1,18-24,2011,8
1064,KOBIETY,A1,25-34,2011,1
1065,KOBIETY,A1,45-54,2011,1
1066,KOBIETY,B,18-24,2011,182849
1067,KOBIETY,B,25-34,2011,65609
1068,KOBIETY,B,35-44,2011,19635
1069,KOBIETY,B,45-54,2011,6636
1070,KOBIETY,B,55-64,2011,1659
1071,KOBIETY,B,od 65,2011,78
1072,KOBIETY,B+E,18-24,2011,170
1073,KOBIETY,B+E,25-34,2011,210
1087,KOBIETY,C,55-64,2011,2
1086,KOBIETY,C,45-54,2011,30
1085,KOBIETY,C,35-44,2011,117
1084,KOBIETY,C,25-34,2011,270
1083,KOBIETY,C,18-24,2011,174
1082,KOBIETY,B1,od 65,2011,1
1089,KOBIETY,C+E,25-34,2011,89
1081,KOBIETY,B1,45-54,2011,1
1079,KOBIETY,B1,25-34,2011,8
1078,KOBIETY,B1,18-24,2011,22
1077,KOBIETY,B1,do 18,2011,590
1076,KOBIETY,B+E,55-64,2011,4
1075,KOBIETY,B+E,45-54,2011,20
1074,KOBIETY,B+E,35-44,2011,97
1080,KOBIETY,B1,35-44,2011,1
1126,MĘŻCZYŹNI,B,35-44,2011,7029
1124,MĘŻCZYŹNI,B,18-24,2011,194955
1128,MĘŻCZYŹNI,B,55-64,2011,958
1172,MĘŻCZYŹNI,D+E,35-44,2011,816
1173,MĘŻCZYŹNI,D+E,45-54,2011,312
1174,MĘŻCZYŹNI,D+E,55-64,2011,54
1175,MĘŻCZYŹNI,D1,18-24,2011,1
1176,MĘŻCZYŹNI,D1,25-34,2011,7
1177,MĘŻCZYŹNI,D1,35-44,2011,10
1171,MĘŻCZYŹNI,D+E,25-34,2011,1533
1178,MĘŻCZYŹNI,D1,45-54,2011,5
1180,MĘŻCZYŹNI,D1+E,25-34,2011,1
1181,MĘŻCZYŹNI,D1+E,35-44,2011,5
1182,MĘŻCZYŹNI,D1+E,55-64,2011,1
1183,MĘŻCZYŹNI,T,do 18,2011,1393
1184,MĘŻCZYŹNI,T,18-24,2011,2629
1127,MĘŻCZYŹNI,B,45-54,2011,2219
1179,MĘŻCZYŹNI,D1,55-64,2011,1
1186,MĘŻCZYŹNI,T,35-44,2011,133
1170,MĘŻCZYŹNI,D+E,18-24,2011,455
1168,MĘŻCZYŹNI,D,45-54,2011,528
1154,MĘŻCZYŹNI,C+E,od 65,2011,1
1155,MĘŻCZYŹNI,C1,18-24,2011,16
1156,MĘŻCZYŹNI,C1,25-34,2011,22
1157,MĘŻCZYŹNI,C1,35-44,2011,12
1158,MĘŻCZYŹNI,C1,45-54,2011,6
1159,MĘŻCZYŹNI,C1,55-64,2011,1
1169,MĘŻCZYŹNI,D,55-64,2011,87
1160,MĘŻCZYŹNI,C1+E,18-24,2011,22
1162,MĘŻCZYŹNI,C1+E,35-44,2011,15
1163,MĘŻCZYŹNI,C1+E,45-54,2011,2
1164,MĘŻCZYŹNI,C1+E,55-64,2011,1
1165,MĘŻCZYŹNI,D,18-24,2011,936
1166,MĘŻCZYŹNI,D,25-34,2011,2122
1167,MĘŻCZYŹNI,D,35-44,2011,1179
1161,MĘŻCZYŹNI,C1+E,25-34,2011,22
1187,MĘŻCZYŹNI,T,45-54,2011,44
1185,MĘŻCZYŹNI,T,25-34,2011,413
1189,MĘŻCZYŹNI,T,od 65,2011,3
1129,MĘŻCZYŹNI,B,od 65,2011,90
1130,MĘŻCZYŹNI,B+E,18-24,2011,11307
1131,MĘŻCZYŹNI,B+E,25-34,2011,13315
1132,MĘŻCZYŹNI,B+E,35-44,2011,5216
1133,MĘŻCZYŹNI,B+E,45-54,2011,1576
1134,MĘŻCZYŹNI,B+E,55-64,2011,350
1135,MĘŻCZYŹNI,B+E,od 65,2011,20
1136,MĘŻCZYŹNI,B1,do 18,2011,1682
1137,MĘŻCZYŹNI,B1,18-24,2011,75
1138,MĘŻCZYŹNI,B1,25-34,2011,22
1139,MĘŻCZYŹNI,B1,35-44,2011,14
1140,MĘŻCZYŹNI,B1,45-54,2011,4
1188,MĘŻCZYŹNI,T,55-64,2011,16
1142,MĘŻCZYŹNI,B1,od 65,2011,2
1143,MĘŻCZYŹNI,C,18-24,2011,16897
1141,MĘŻCZYŹNI,B1,55-64,2011,8
1145,MĘŻCZYŹNI,C,35-44,2011,4397
1190,MĘŻCZYŹNI,U,18-24,2011,32
1191,MĘŻCZYŹNI,U,25-34,2011,95
1192,MĘŻCZYŹNI,U,35-44,2011,69
1193,MĘŻCZYŹNI,U,45-54,2011,28
1144,MĘŻCZYŹNI,C,25-34,2011,13132
1195,MĘŻCZYŹNI,U,od 65,2011,1
1153,MĘŻCZYŹNI,C+E,55-64,2011,131
1194,MĘŻCZYŹNI,U,55-64,2011,8
1151,MĘŻCZYŹNI,C+E,35-44,2011,3806
1150,MĘŻCZYŹNI,C+E,25-34,2011,10771
1149,MĘŻCZYŹNI,C+E,18-24,2011,8676
1148,MĘŻCZYŹNI,C,od 65,2011,3
1147,MĘŻCZYŹNI,C,55-64,2011,171
1146,MĘŻCZYŹNI,C,45-54,2011,1281
1152,MĘŻCZYŹNI,C+E,45-54,2011,1014
147,MĘŻCZYŹNI,C,od 65,2012,2
151,MĘŻCZYŹNI,T,od 65,2012,1
150,MĘŻCZYŹNI,C+E,od 65,2012,1
149,MĘŻCZYŹNI,C1+E,od 65,2012,1
148,MĘŻCZYŹNI,C1,od 65,2012,1
146,MĘŻCZYŹNI,B+E,od 65,2012,23
0,MĘŻCZYŹNI,A,18-24,2012,29862
144,MĘŻCZYŹNI,B1,od 65,2012,2
52,KOBIETY,T,25-34,2012,15
51,MĘŻCZYŹNI,T,25-34,2012,636
50,KOBIETY,D+E,25-34,2012,36
3,MĘŻCZYŹNI,A1,18-24,2012,133
48,MĘŻCZYŹNI,D1+E,25-34,2012,9
47,KOBIETY,D1+E,25-34,2012,1
53,KOBIETY,U,25-34,2012,29
46,MĘŻCZYŹNI,D1,25-34,2012,6
44,KOBIETY,D,25-34,2012,174
43,KOBIETY,C+E,25-34,2012,118
145,KOBIETY,B+E,od 65,2012,1
1,KOBIETY,A,18-24,2012,3850
42,MĘŻCZYŹNI,C+E,25-34,2012,13047
41,MĘŻCZYŹNI,C1+E,25-34,2012,51
45,MĘŻCZYŹNI,D,25-34,2012,2958
40,KOBIETY,C1+E,25-34,2012,2
54,MĘŻCZYŹNI,U,25-34,2012,160
56,KOBIETY,A,35-44,2012,1210
70,MĘŻCZYŹNI,C1+E,35-44,2012,20
69,KOBIETY,C1+E,35-44,2012,1
68,KOBIETY,C1,35-44,2012,2
67,MĘŻCZYŹNI,C1,35-44,2012,25
66,MĘŻCZYŹNI,C,35-44,2012,5881
65,KOBIETY,C,35-44,2012,174
55,MĘŻCZYŹNI,A,35-44,2012,6747
64,MĘŻCZYŹNI,B+E,35-44,2012,6507
62,MĘŻCZYŹNI,B1,35-44,2012,6
61,KOBIETY,B1,35-44,2012,3
60,MĘŻCZYŹNI,B,35-44,2012,8077
59,KOBIETY,B,35-44,2012,25022
58,KOBIETY,A1,35-44,2012,4
57,MĘŻCZYŹNI,A1,35-44,2012,10
63,KOBIETY,B+E,35-44,2012,145
39,KOBIETY,C1,25-34,2012,1
38,MĘŻCZYŹNI,C1,25-34,2012,50
37,MĘŻCZYŹNI,C,25-34,2012,16741
17,KOBIETY,D,18-24,2012,52
16,MĘŻCZYŹNI,D,18-24,2012,1327
15,MĘŻCZYŹNI,C+E,18-24,2012,10846
14,KOBIETY,C+E,18-24,2012,96
13,MĘŻCZYŹNI,C1+E,18-24,2012,35
12,MĘŻCZYŹNI,C1,18-24,2012,29
18,MĘŻCZYŹNI,D1,18-24,2012,2
11,KOBIETY,C,18-24,2012,277
9,KOBIETY,B+E,18-24,2012,218
8,MĘŻCZYŹNI,B+E,18-24,2012,13433
7,KOBIETY,B1,18-24,2012,242
6,MĘŻCZYŹNI,B1,18-24,2012,484
5,MĘŻCZYŹNI,B,18-24,2012,207124
4,KOBIETY,B,18-24,2012,211014
10,MĘŻCZYŹNI,C,18-24,2012,22208
19,KOBIETY,D+E,18-24,2012,14
20,MĘŻCZYŹNI,D+E,18-24,2012,703
21,MĘŻCZYŹNI,T,18-24,2012,3252
36,KOBIETY,C,25-34,2012,354
35,KOBIETY,B+E,25-34,2012,245
34,MĘŻCZYŹNI,B+E,25-34,2012,15858
33,MĘŻCZYŹNI,B1,25-34,2012,21
32,KOBIETY,B1,25-34,2012,14
31,MĘŻCZYŹNI,B,25-34,2012,35211
30,KOBIETY,B,25-34,2012,79232
29,MĘŻCZYŹNI,AM,25-34,2012,1
28,MĘŻCZYŹNI,A1,25-34,2012,11
27,KOBIETY,A1,25-34,2012,3
26,MĘŻCZYŹNI,A,25-34,2012,22617
25,KOBIETY,A,25-34,2012,3673
24,MĘŻCZYŹNI,U,18-24,2012,71
23,KOBIETY,U,18-24,2012,3
22,KOBIETY,T,18-24,2012,53
71,KOBIETY,C+E,35-44,2012,77
72,MĘŻCZYŹNI,C+E,35-44,2012,4999
49,MĘŻCZYŹNI,D+E,25-34,2012,2039
74,MĘŻCZYŹNI,D,35-44,2012,1713
121,KOBIETY,C,55-64,2012,1
120,MĘŻCZYŹNI,B+E,55-64,2012,395
119,KOBIETY,B+E,55-64,2012,5
118,MĘŻCZYŹNI,B1,55-64,2012,9
117,MĘŻCZYŹNI,B,55-64,2012,936
116,KOBIETY,B,55-64,2012,2182
115,MĘŻCZYŹNI,A1,55-64,2012,2
114,KOBIETY,A,55-64,2012,21
122,MĘŻCZYŹNI,C,55-64,2012,190
113,MĘŻCZYŹNI,A,55-64,2012,244
111,MĘŻCZYŹNI,U,45-54,2012,45
110,MĘŻCZYŹNI,T,45-54,2012,66
109,KOBIETY,T,45-54,2012,1
108,KOBIETY,D+E,45-54,2012,3
107,MĘŻCZYŹNI,D+E,45-54,2012,421
106,MĘŻCZYŹNI,D1+E,45-54,2012,5
105,MĘŻCZYŹNI,D1,45-54,2012,2
104,KOBIETY,D,45-54,2012,27
112,KOBIETY,U,45-54,2012,13
73,KOBIETY,D,35-44,2012,128
123,MĘŻCZYŹNI,C1,55-64,2012,2
125,MĘŻCZYŹNI,C+E,55-64,2012,160
143,MĘŻCZYŹNI,B,od 65,2012,98
142,KOBIETY,B,od 65,2012,108
141,MĘŻCZYŹNI,A1,od 65,2012,1
140,MĘŻCZYŹNI,A,od 65,2012,7
139,KOBIETY,T,do 18,2012,19
138,MĘŻCZYŹNI,T,do 18,2012,1919
137,MĘŻCZYŹNI,B1,do 18,2012,2856
136,KOBIETY,B1,do 18,2012,1127
124,MĘŻCZYŹNI,C1+E,55-64,2012,5
135,KOBIETY,A1,do 18,2012,147
133,MĘŻCZYŹNI,U,55-64,2012,18
132,KOBIETY,U,55-64,2012,2
131,MĘŻCZYŹNI,T,55-64,2012,15
130,MĘŻCZYŹNI,D+E,55-64,2012,52
129,MĘŻCZYŹNI,D1+E,55-64,2012,2
128,MĘŻCZYŹNI,D,55-64,2012,111
127,KOBIETY,D,55-64,2012,1
126,KOBIETY,C+E,55-64,2012,1
134,MĘŻCZYŹNI,A1,do 18,2012,2309
103,MĘŻCZYŹNI,D,45-54,2012,645
2,KOBIETY,A1,18-24,2012,19
92,KOBIETY,B1,45-54,2012,3
102,MĘŻCZYŹNI,C+E,45-54,2012,1307
101,KOBIETY,C+E,45-54,2012,8
100,MĘŻCZYŹNI,C1+E,45-54,2012,9
99,MĘŻCZYŹNI,C1,45-54,2012,9
98,KOBIETY,C1,45-54,2012,1
97,KOBIETY,C,45-54,2012,25
96,MĘŻCZYŹNI,C,45-54,2012,1455
95,MĘŻCZYŹNI,B+E,45-54,2012,1960
94,KOBIETY,B+E,45-54,2012,24
93,MĘŻCZYŹNI,B1,45-54,2012,4
91,MĘŻCZYŹNI,B,45-54,2012,2538
90,KOBIETY,B,45-54,2012,8782
88,KOBIETY,A1,45-54,2012,1
89,KOBIETY,AM,45-54,2012,1
81,KOBIETY,T,35-44,2012,6
86,MĘŻCZYŹNI,A,45-54,2012,1249
85,KOBIETY,A,45-54,2012,147
75,KOBIETY,D1,35-44,2012,1
84,MĘŻCZYŹNI,U,35-44,2012,102
83,KOBIETY,U,35-44,2012,34
82,MĘŻCZYŹNI,T,35-44,2012,187
76,MĘŻCZYŹNI,D1,35-44,2012,6
87,MĘŻCZYŹNI,A1,45-54,2012,8
80,KOBIETY,D+E,35-44,2012,25
79,MĘŻCZYŹNI,D+E,35-44,2012,1201
78,KOBIETY,D1+E,35-44,2012,1
77,MĘŻCZYŹNI,D1+E,35-44,2012,3
399,KOBIETY,B+E,45-54,2013,30
401,KOBIETY,B+E,55-64,2013,2
400,MĘŻCZYŹNI,B+E,55-64,2013,436
398,MĘŻCZYŹNI,B+E,45-54,2013,1918
410,KOBIETY,B1,45-54,2013,1
396,MĘŻCZYŹNI,B+E,35-44,2013,6506
395,MĘŻCZYŹNI,B+E,25-34,2013,14554
402,MĘŻCZYŹNI,B+E,od 65,2013,23
397,KOBIETY,B+E,35-44,2013,153
409,MĘŻCZYŹNI,B1,45-54,2013,4
403,MĘŻCZYŹNI,B1,18-24,2013,1307
405,KOBIETY,B1,25-34,2013,2
424,MĘŻCZYŹNI,C,od 65,2013,6
423,MĘŻCZYŹNI,C,55-64,2013,259
422,KOBIETY,C,55-64,2013,3
421,MĘŻCZYŹNI,C,45-54,2013,1249
420,KOBIETY,C,45-54,2013,30
419,MĘŻCZYŹNI,C,35-44,2013,5178
418,KOBIETY,C,35-44,2013,169
417,KOBIETY,C,25-34,2013,331
416,MĘŻCZYŹNI,C,25-34,2013,14356
415,MĘŻCZYŹNI,C,18-24,2013,9592
408,MĘŻCZYŹNI,B1,35-44,2013,9
414,KOBIETY,C,18-24,2013,121
413,KOBIETY,B1,od 65,2013,1
412,MĘŻCZYŹNI,B1,od 65,2013,1
411,MĘŻCZYŹNI,B1,55-64,2013,5
407,KOBIETY,B1,35-44,2013,2
426,MĘŻCZYŹNI,C+E,18-24,2013,5654
427,MĘŻCZYŹNI,C+E,25-34,2013,12430
428,KOBIETY,C+E,25-34,2013,140
406,MĘŻCZYŹNI,B1,25-34,2013,12
443,MĘŻCZYŹNI,C1+E,45-54,2013,2
442,MĘŻCZYŹNI,C1+E,35-44,2013,23
441,MĘŻCZYŹNI,C1+E,25-34,2013,21
440,KOBIETY,C1+E,25-34,2013,1
439,MĘŻCZYŹNI,C1,45-54,2013,4
438,MĘŻCZYŹNI,C1,35-44,2013,13
404,KOBIETY,B1,18-24,2013,581
437,MĘŻCZYŹNI,C1,25-34,2013,17
435,MĘŻCZYŹNI,C+E,od 65,2013,3
434,MĘŻCZYŹNI,C+E,55-64,2013,244
433,KOBIETY,C+E,55-64,2013,1
432,MĘŻCZYŹNI,C+E,45-54,2013,1430
431,KOBIETY,C+E,45-54,2013,15
430,MĘŻCZYŹNI,C+E,35-44,2013,5127
429,KOBIETY,C+E,35-44,2013,75
436,MĘŻCZYŹNI,C1,18-24,2013,6
425,KOBIETY,C+E,18-24,2013,40
474,KOBIETY,T,18-24,2013,34
445,KOBIETY,D,18-24,2013,24
472,MĘŻCZYŹNI,D1+E,45-54,2013,1
473,MĘŻCZYŹNI,T,18-24,2013,3002
475,KOBIETY,T,25-34,2013,5
476,MĘŻCZYŹNI,T,25-34,2013,376
477,KOBIETY,T,35-44,2013,1
478,MĘŻCZYŹNI,T,35-44,2013,94
479,MĘŻCZYŹNI,T,45-54,2013,22
480,KOBIETY,T,45-54,2013,2
481,MĘŻCZYŹNI,T,55-64,2013,7
482,MĘŻCZYŹNI,T,od 65,2013,1
471,MĘŻCZYŹNI,D1+E,35-44,2013,6
483,KOBIETY,U,18-24,2013,3
485,KOBIETY,U,25-34,2013,15
486,MĘŻCZYŹNI,U,25-34,2013,78
487,MĘŻCZYŹNI,U,35-44,2013,65
488,KOBIETY,U,35-44,2013,28
489,MĘŻCZYŹNI,U,45-54,2013,40
490,KOBIETY,U,45-54,2013,6
491,MĘŻCZYŹNI,U,55-64,2013,24
492,KOBIETY,U,55-64,2013,4
493,MĘŻCZYŹNI,U,od 65,2013,3
394,KOBIETY,B+E,25-34,2013,235
484,MĘŻCZYŹNI,U,18-24,2013,18
444,MĘŻCZYŹNI,D,18-24,2013,407
470,MĘŻCZYŹNI,D1+E,25-34,2013,2
468,MĘŻCZYŹNI,D1,45-54,2013,2
446,KOBIETY,D,25-34,2013,157
447,MĘŻCZYŹNI,D,25-34,2013,2345
448,MĘŻCZYŹNI,D,35-44,2013,1485
449,KOBIETY,D,35-44,2013,127
450,MĘŻCZYŹNI,D,45-54,2013,554
451,KOBIETY,D,45-54,2013,29
452,KOBIETY,D,55-64,2013,1
453,MĘŻCZYŹNI,D,55-64,2013,125
454,MĘŻCZYŹNI,D,od 65,2013,3
455,MĘŻCZYŹNI,D+E,18-24,2013,206
469,MĘŻCZYŹNI,D1,55-64,2013,1
456,KOBIETY,D+E,18-24,2013,4
458,KOBIETY,D+E,25-34,2013,23
459,KOBIETY,D+E,35-44,2013,24
460,MĘŻCZYŹNI,D+E,35-44,2013,1034
461,MĘŻCZYŹNI,D+E,45-54,2013,381
462,KOBIETY,D+E,45-54,2013,5
463,MĘŻCZYŹNI,D+E,55-64,2013,87
464,MĘŻCZYŹNI,D+E,od 65,2013,2
465,MĘŻCZYŹNI,D1,18-24,2013,1
466,MĘŻCZYŹNI,D1,25-34,2013,4
467,MĘŻCZYŹNI,D1,35-44,2013,10
457,MĘŻCZYŹNI,D+E,25-34,2013,1496
393,KOBIETY,B+E,18-24,2013,126
384,KOBIETY,B,35-44,2013,21189
391,KOBIETY,B,od 65,2013,175
363,KOBIETY,A2,25-34,2013,10
362,MĘŻCZYŹNI,A2,25-34,2013,30
361,KOBIETY,A2,18-24,2013,279
360,MĘŻCZYŹNI,A2,18-24,2013,3244
359,KOBIETY,A1,45-54,2013,1
358,MĘŻCZYŹNI,A1,45-54,2013,3
357,KOBIETY,A1,35-44,2013,15
356,MĘŻCZYŹNI,A1,35-44,2013,8
355,KOBIETY,A1,25-34,2013,24
354,MĘŻCZYŹNI,A1,25-34,2013,7
353,KOBIETY,A1,18-24,2013,73
352,MĘŻCZYŹNI,A1,18-24,2013,779
351,MĘŻCZYŹNI,A,od 65,2013,4
350,MĘŻCZYŹNI,A,55-64,2013,87
348,KOBIETY,A,45-54,2013,29
347,MĘŻCZYŹNI,A,45-54,2013,389
346,MĘŻCZYŹNI,A,35-44,2013,2522
345,KOBIETY,A,35-44,2013,273
344,KOBIETY,A,25-34,2013,839
343,MĘŻCZYŹNI,A,25-34,2013,6551
342,KOBIETY,A,18-24,2013,175
341,MĘŻCZYŹNI,A,18-24,2013,1517
392,MĘŻCZYŹNI,B+E,18-24,2013,7714
364,MĘŻCZYŹNI,A2,35-44,2013,9
365,KOBIETY,A2,35-44,2013,4
349,KOBIETY,A,55-64,2013,2
367,MĘŻCZYŹNI,A2,55-64,2013,1
390,MĘŻCZYŹNI,B,od 65,2013,118
366,KOBIETY,A2,45-54,2013,1
389,MĘŻCZYŹNI,B,55-64,2013,847
388,KOBIETY,B,55-64,2013,2645
387,MĘŻCZYŹNI,B,45-54,2013,1911
386,KOBIETY,B,45-54,2013,7862
383,MĘŻCZYŹNI,B,25-34,2013,28712
382,KOBIETY,B,25-34,2013,59091
381,MĘŻCZYŹNI,B,18-24,2013,167778
380,KOBIETY,B,18-24,2013,157402
379,MĘŻCZYŹNI,AM,od 65,2013,771
385,MĘŻCZYŹNI,B,35-44,2013,7109
377,MĘŻCZYŹNI,AM,55-64,2013,1580
378,KOBIETY,AM,od 65,2013,144
368,KOBIETY,AM,18-24,2013,6134
370,KOBIETY,AM,25-34,2013,5699
371,MĘŻCZYŹNI,AM,25-34,2013,6003
373,MĘŻCZYŹNI,AM,35-44,2013,3994
372,KOBIETY,AM,35-44,2013,2453
374,MĘŻCZYŹNI,AM,45-54,2013,1951
375,KOBIETY,AM,45-54,2013,1023
376,KOBIETY,AM,55-64,2013,543
369,MĘŻCZYŹNI,AM,18-24,2013,8355
1870,MĘŻCZYŹNI,C1,od 65,2014,1
1874,MĘŻCZYŹNI,C1+E,45-54,2014,6
1872,MĘŻCZYŹNI,C1+E,25-34,2014,14
1869,MĘŻCZYŹNI,C1,45-54,2014,5
1873,MĘŻCZYŹNI,C1+E,35-44,2014,7
1871,MĘŻCZYŹNI,C1+E,18-24,2014,2
1878,KOBIETY,D,25-34,2014,193
1876,MĘŻCZYŹNI,D,18-24,2014,395
1877,KOBIETY,D,18-24,2014,30
1879,MĘŻCZYŹNI,D,25-34,2014,2125
1880,KOBIETY,D,35-44,2014,150
1868,MĘŻCZYŹNI,C1,35-44,2014,6
1881,MĘŻCZYŹNI,D,35-44,2014,1183
1882,MĘŻCZYŹNI,D,45-54,2014,482
1875,MĘŻCZYŹNI,C1+E,od 65,2014,1
1867,MĘŻCZYŹNI,C1,25-34,2014,11
1856,MĘŻCZYŹNI,C+E,18-24,2014,6047
1865,MĘŻCZYŹNI,C1,18-24,2014,16
1883,KOBIETY,D,45-54,2014,25
1850,KOBIETY,C,35-44,2014,108
1851,MĘŻCZYŹNI,C,45-54,2014,868
1852,KOBIETY,C,45-54,2014,22
1853,KOBIETY,C,55-64,2014,4
1854,MĘŻCZYŹNI,C,55-64,2014,164
1855,KOBIETY,C+E,18-24,2014,50
1857,KOBIETY,C+E,25-34,2014,147
1858,MĘŻCZYŹNI,C+E,25-34,2014,10739
1859,KOBIETY,C+E,35-44,2014,84
1860,MĘŻCZYŹNI,C+E,35-44,2014,4435
1861,MĘŻCZYŹNI,C+E,45-54,2014,1188
1862,KOBIETY,C+E,45-54,2014,17
1863,MĘŻCZYŹNI,C+E,55-64,2014,195
1864,MĘŻCZYŹNI,C+E,od 65,2014,1
1866,KOBIETY,C1,18-24,2014,1
1884,KOBIETY,D,55-64,2014,3
1910,MĘŻCZYŹNI,T,55-64,2014,7
1886,MĘŻCZYŹNI,D+E,18-24,2014,154
1906,MĘŻCZYŹNI,T,25-34,2014,293
1907,KOBIETY,T,35-44,2014,3
1908,MĘŻCZYŹNI,T,35-44,2014,78
1909,MĘŻCZYŹNI,T,45-54,2014,16
1849,MĘŻCZYŹNI,C,35-44,2014,3702
1912,KOBIETY,U,18-24,2014,11
1913,MĘŻCZYŹNI,U,25-34,2014,113
1914,KOBIETY,U,25-34,2014,40
1915,KOBIETY,U,35-44,2014,34
1916,MĘŻCZYŹNI,U,35-44,2014,80
1917,KOBIETY,U,45-54,2014,10
1918,MĘŻCZYŹNI,U,45-54,2014,51
1919,MĘŻCZYŹNI,U,55-64,2014,13
1920,KOBIETY,U,55-64,2014,4
1921,KOBIETY,U,od 65,2014,1
1905,KOBIETY,T,25-34,2014,4
1885,MĘŻCZYŹNI,D,55-64,2014,112
1904,KOBIETY,T,18-24,2014,35
1902,MĘŻCZYŹNI,D1+E,45-54,2014,2
1887,KOBIETY,D+E,18-24,2014,2
1888,KOBIETY,D+E,25-34,2014,34
1889,MĘŻCZYŹNI,D+E,25-34,2014,1220
1890,MĘŻCZYŹNI,D+E,35-44,2014,800
1891,KOBIETY,D+E,35-44,2014,16
1892,KOBIETY,D+E,45-54,2014,4
1893,MĘŻCZYŹNI,D+E,45-54,2014,274
1894,MĘŻCZYŹNI,D+E,55-64,2014,68
1895,MĘŻCZYŹNI,D+E,od 65,2014,1
1896,KOBIETY,D1,18-24,2014,1
1897,MĘŻCZYŹNI,D1,25-34,2014,5
1898,MĘŻCZYŹNI,D1,35-44,2014,5
1899,MĘŻCZYŹNI,D1,45-54,2014,8
1900,MĘŻCZYŹNI,D1+E,25-34,2014,2
1901,MĘŻCZYŹNI,D1+E,35-44,2014,3
1903,MĘŻCZYŹNI,T,18-24,2014,2114
1848,MĘŻCZYŹNI,C,25-34,2014,9973
1911,MĘŻCZYŹNI,U,18-24,2014,50
1846,KOBIETY,C,18-24,2014,125
1794,MĘŻCZYŹNI,A2,18-24,2014,3807
1795,KOBIETY,A2,18-24,2014,304
1796,MĘŻCZYŹNI,A2,25-34,2014,2
1797,KOBIETY,A2,25-34,2014,5
1798,MĘŻCZYŹNI,A2,35-44,2014,4
1799,KOBIETY,A2,35-44,2014,9
1793,MĘŻCZYŹNI,A1,55-64,2014,5
1800,MĘŻCZYŹNI,A2,45-54,2014,2
1802,KOBIETY,AM,18-24,2014,2774
1803,KOBIETY,AM,25-34,2014,688
1804,MĘŻCZYŹNI,AM,25-34,2014,459
1805,KOBIETY,AM,35-44,2014,238
1806,MĘŻCZYŹNI,AM,35-44,2014,141
1807,KOBIETY,AM,45-54,2014,74
1801,MĘŻCZYŹNI,AM,18-24,2014,5073
1792,MĘŻCZYŹNI,A1,45-54,2014,4
1791,MĘŻCZYŹNI,A1,35-44,2014,14
1790,KOBIETY,A1,35-44,2014,9
1847,KOBIETY,C,25-34,2014,258
1775,KOBIETY,A,18-24,2014,84
1776,MĘŻCZYŹNI,A,18-24,2014,710
1777,MĘŻCZYŹNI,A,25-34,2014,7384
1778,KOBIETY,A,25-34,2014,881
1779,MĘŻCZYŹNI,A,35-44,2014,2704
1780,KOBIETY,A,35-44,2014,316
1781,KOBIETY,A,45-54,2014,24
1782,MĘŻCZYŹNI,A,45-54,2014,370
1783,MĘŻCZYŹNI,A,55-64,2014,78
1784,KOBIETY,A,55-64,2014,3
1785,MĘŻCZYŹNI,A,od 65,2014,3
1786,MĘŻCZYŹNI,A1,18-24,2014,145
1787,KOBIETY,A1,18-24,2014,34
1788,KOBIETY,A1,25-34,2014,18
1808,MĘŻCZYŹNI,AM,45-54,2014,55
1809,KOBIETY,AM,55-64,2014,26
1789,MĘŻCZYŹNI,A1,25-34,2014,17
1811,KOBIETY,AM,od 65,2014,1
1831,KOBIETY,B+E,45-54,2014,34
