"Data","Ostatnio","Otwarcie","Max.","Min.","Wol.","Zmiana%"
"24.01.2020","85,52","85,86","86,50","85,52","589,07K","0,05%"
"23.01.2020","85,48","84,90","86,78","84,90","1,46M","0,56%"
"22.01.2020","85,00","85,72","86,00","85,00","648,36K","0,07%"
"21.01.2020","84,94","85,64","86,20","84,86","819,10K","-0,93%"
"20.01.2020","85,74","85,76","86,24","85,72","477,16K","-0,58%"
"17.01.2020","86,24","85,00","86,60","85,00","705,61K","0,77%"
"16.01.2020","85,58","85,42","86,00","84,82","1,05M","0,59%"
"15.01.2020","85,08","85,02","85,66","84,66","2,25M","-0,35%"
"14.01.2020","85,38","86,02","86,44","84,54","2,37M","-1,09%"
"13.01.2020","86,32","85,98","86,44","85,44","1,40M","1,03%"
"10.01.2020","85,44","85,00","85,54","84,52","642,10K","0,92%"
"09.01.2020","84,66","82,70","84,70","82,30","1,22M","3,83%"
"08.01.2020","81,54","82,02","82,64","81,30","790,84K","-0,92%"
"07.01.2020","82,30","85,88","85,98","82,16","1,56M","-3,99%"
"03.01.2020","85,72","86,50","86,64","84,80","729,21K","-1,43%"
"02.01.2020","86,96","86,50","87,28","85,70","644,69K","1,33%"
"30.12.2019","85,82","85,98","86,40","85,24","433,40K","-0,14%"
"27.12.2019","85,94","85,48","86,50","85,48","358,50K","0,94%"
"23.12.2019","85,14","84,28","85,64","84,26","501,58K","1,24%"
"20.12.2019","84,10","85,46","85,88","83,90","1,79M","-1,45%"
"19.12.2019","85,34","84,40","85,40","84,24","823,47K","1,23%"
"18.12.2019","84,30","84,90","85,08","83,62","697,13K","-0,28%"
"17.12.2019","84,54","83,70","84,92","83,26","978,92K","1,05%"
"16.12.2019","83,66","85,80","85,80","83,62","771,34K","-2,33%"
"13.12.2019","85,66","84,62","85,98","84,06","1,14M","2,02%"
"12.12.2019","83,96","82,00","84,00","81,46","1,21M","2,92%"
"11.12.2019","81,58","81,36","82,60","80,72","706,58K","0,74%"
"10.12.2019","80,98","81,88","81,90","79,50","1,23M","-0,98%"
"09.12.2019","81,78","82,30","82,60","80,50","921,21K","-0,41%"
"06.12.2019","82,12","79,90","83,62","77,60","3,49M","-6,30%"
"05.12.2019","87,64","88,52","89,42","87,16","764,94K","-0,97%"
"04.12.2019","88,50","89,92","90,94","87,84","611,14K","-0,85%"
"03.12.2019","89,26","91,02","91,38","89,20","649,77K","-2,43%"
"02.12.2019","91,48","93,62","93,62","90,20","920,89K","-1,53%"
"29.11.2019","92,90","92,36","92,90","92,18","511,57K","0,58%"
"28.11.2019","92,36","93,00","93,24","92,04","349,09K","-0,69%"
"27.11.2019","93,00","93,62","94,04","92,26","662,80K","-0,47%"
"26.11.2019","93,44","94,40","94,54","93,18","1,71M","-0,81%"
"25.11.2019","94,20","94,12","95,74","93,88","931,43K","0,00%"
"22.11.2019","94,20","94,04","95,50","93,80","660,11K","0,06%"
"21.11.2019","94,14","96,00","96,00","93,80","759,37K","-2,75%"
"20.11.2019","96,80","97,00","97,18","93,08","1,56M","-0,45%"
"19.11.2019","97,24","100,95","101,45","97,02","1,11M","-4,24%"
"18.11.2019","101,55","102,25","103,00","100,60","512,81K","-0,73%"
"15.11.2019","102,30","101,90","103,85","101,45","676,25K","0,24%"
"14.11.2019","102,05","102,30","103,00","101,05","538,23K","-0,39%"
"13.11.2019","102,45","102,40","102,75","100,80","622,50K","0,39%"
"12.11.2019","102,05","105,80","105,90","100,85","1,12M","-3,27%"
"08.11.2019","105,50","105,35","106,35","104,90","718,46K","-0,33%"
"07.11.2019","105,85","108,30","108,65","105,30","633,96K","-1,53%"
"06.11.2019","107,50","107,90","109,00","107,00","446,58K","-1,42%"
"05.11.2019","109,05","107,95","109,05","107,25","561,04K","0,65%"
"04.11.2019","108,35","105,60","108,35","104,65","724,94K","3,78%"
"31.10.2019","104,40","106,80","106,80","103,10","813,42K","-1,69%"
"30.10.2019","106,20","106,10","106,50","104,70","450,10K","-0,28%"
"29.10.2019","106,50","105,60","106,60","104,80","767,50K","0,85%"
"28.10.2019","105,60","103,35","106,10","103,35","456,08K","2,67%"
"25.10.2019","102,85","103,60","104,40","102,70","491,13K","-1,06%"
"24.10.2019","103,95","106,50","107,35","102,55","1,02M","-3,75%"
"23.10.2019","108,00","107,00","108,50","106,75","886,27K","0,14%"
"22.10.2019","107,85","106,40","107,90","105,55","817,88K","1,41%"
"21.10.2019","106,35","104,30","107,20","103,70","1,09M","1,77%"
"18.10.2019","104,50","102,20","104,85","101,75","634,57K","1,90%"
"17.10.2019","102,55","102,80","102,90","101,05","330,54K","0,49%"
"16.10.2019","102,05","101,00","103,15","100,85","496,15K","0,64%"
"15.10.2019","101,40","101,85","101,90","100,50","472,78K","0,30%"
"14.10.2019","101,10","101,95","101,95","100,75","852,65K","-0,54%"
"11.10.2019","101,65","101,65","102,50","100,65","338,86K","-0,29%"
"10.10.2019","101,95","102,80","102,85","100,55","394,97K","-1,02%"
"09.10.2019","103,00","102,80","103,45","101,50","502,89K","0,44%"
"08.10.2019","102,55","100,70","102,55","100,35","609,69K","1,74%"
"07.10.2019","100,80","102,00","102,00","100,15","374,75K","-1,08%"
"04.10.2019","101,90","99,80","102,70","99,80","980,52K","2,31%"
"03.10.2019","99,60","96,84","100,30","96,84","905,13K","1,86%"
"02.10.2019","97,78","97,62","98,36","96,60","704,04K","-0,79%"
"01.10.2019","98,56","99,12","99,84","97,52","400,45K","-0,14%"
"30.09.2019","98,70","98,54","99,18","97,50","556,07K","0,86%"
"27.09.2019","97,86","98,50","99,16","97,40","304,76K","-0,53%"
"26.09.2019","98,38","98,04","99,36","97,20","624,50K","0,51%"
"25.09.2019","97,88","98,20","98,22","96,50","891,18K","-0,85%"
"24.09.2019","98,72","97,30","99,90","96,40","634,35K","1,98%"
"23.09.2019","96,80","96,16","97,28","95,50","605,86K","0,00%"
"20.09.2019","96,80","94,04","96,80","93,98","1,95M","2,33%"
"19.09.2019","94,60","92,62","94,82","92,62","664,36K","1,09%"
"18.09.2019","93,58","92,24","93,74","92,22","846,79K","2,05%"
"17.09.2019","91,70","94,00","95,20","90,50","1,38M","-2,45%"
"16.09.2019","94,00","93,00","94,16","92,36","1,49M","0,38%"
"13.09.2019","93,64","93,60","94,20","92,90","355,50K","0,88%"
"12.09.2019","92,82","94,50","94,86","91,50","868,59K","-1,69%"
"11.09.2019","94,42","94,06","94,76","93,32","596,77K","-0,08%"
"10.09.2019","94,50","91,30","94,74","90,70","1,20M","3,62%"
"09.09.2019","91,20","88,50","91,48","88,00","1,37M","3,68%"
"06.09.2019","87,96","87,52","88,08","86,94","596,05K","0,64%"
"05.09.2019","87,40","88,00","88,88","86,96","454,16K","0,07%"
"04.09.2019","87,34","88,96","90,00","87,00","736,24K","-1,56%"
"03.09.2019","88,72","91,00","91,00","88,10","522,85K","-3,04%"
"02.09.2019","91,50","91,22","92,22","90,52","353,29K","0,95%"
"30.08.2019","90,64","89,32","91,48","88,92","796,57K","1,84%"
"29.08.2019","89,00","89,56","91,84","88,76","603,32K","-1,07%"
"28.08.2019","89,96","89,60","89,96","87,04","811,94K","1,51%"
"27.08.2019","88,62","89,92","90,24","85,90","2,18M","-1,38%"
"26.08.2019","89,86","89,00","90,46","87,50","561,24K","0,02%"
"23.08.2019","89,84","89,94","91,10","88,32","631,69K","0,38%"
"22.08.2019","89,50","90,00","90,72","89,10","411,70K","-0,38%"
"21.08.2019","89,84","89,00","91,46","89,00","470,71K","0,58%"
"20.08.2019","89,32","89,86","90,10","88,30","762,17K","-0,89%"
"19.08.2019","90,12","90,08","91,44","88,70","398,63K","1,81%"
"16.08.2019","88,52","91,50","92,86","88,04","832,87K","-1,73%"
"14.08.2019","90,08","92,24","93,28","89,80","1,00M","-3,62%"
"13.08.2019","93,46","89,50","94,34","89,04","919,97K","4,68%"
"12.08.2019","89,28","91,42","91,72","89,02","659,54K","-2,34%"
"09.08.2019","91,42","94,52","94,52","91,00","826,17K","-3,40%"
"08.08.2019","94,64","94,00","94,94","92,92","728,54K","1,87%"
"07.08.2019","92,90","94,48","94,98","91,82","635,09K","-1,15%"
"06.08.2019","93,98","97,00","97,02","93,26","955,82K","-2,17%"
"05.08.2019","96,06","96,50","97,26","95,16","890,89K","-0,85%"
"02.08.2019","96,88","97,12","98,96","96,64","495,94K","-1,14%"
"01.08.2019","98,00","97,02","100,45","96,68","763,97K","0,66%"
"31.07.2019","97,36","96,24","99,70","96,24","777,98K","1,16%"
"30.07.2019","96,24","96,58","97,84","96,24","411,48K","-0,43%"
"29.07.2019","96,66","98,62","99,26","96,66","355,36K","-2,17%"
"26.07.2019","98,80","99,20","99,76","98,30","422,60K","-0,40%"
"25.07.2019","99,20","100,30","101,05","99,04","611,07K","-1,05%"
"24.07.2019","100,25","99,46","100,25","98,92","849,78K","1,08%"
"23.07.2019","99,18","99,30","99,76","98,12","1,14M","0,38%"
"22.07.2019","98,80","99,20","99,44","97,94","526,59K","-0,04%"
"19.07.2019","98,84","97,10","101,25","97,00","2,43M","2,45%"
"18.07.2019","96,48","95,72","97,08","95,72","931,04K","0,50%"
"17.07.2019","96,00","96,18","96,50","95,56","1,01M","-0,62%"
"16.07.2019","96,60","96,68","98,16","95,70","510,78K","0,27%"
"15.07.2019","96,34","97,00","98,92","95,52","853,66K","-1,03%"
"12.07.2019","97,34","96,00","97,54","94,80","803,62K","2,14%"
"11.07.2019","95,30","94,50","96,60","94,50","1,15M","1,53%"
"10.07.2019","93,86","93,62","95,50","93,18","977,19K","0,60%"
"09.07.2019","93,30","94,84","95,50","92,90","905,68K","-2,30%"
"08.07.2019","95,50","94,60","96,34","94,32","765,58K","-0,21%"
"05.07.2019","95,70","96,12","96,58","95,12","384,03K","-0,62%"
"04.07.2019","96,30","96,00","97,88","95,58","1,23M","0,35%"
"03.07.2019","95,96","90,58","96,26","90,10","1,91M","5,99%"
"02.07.2019","90,54","90,98","91,20","88,62","963,15K","0,07%"
"01.07.2019","90,48","90,74","91,98","90,26","441,67K","0,56%"
"28.06.2019","89,98","90,50","90,58","89,20","333,02K","-0,16%"
"27.06.2019","90,12","89,40","90,86","89,40","743,88K","0,58%"
"26.06.2019","89,60","90,00","90,38","89,00","658,85K","-0,31%"
"25.06.2019","89,88","90,36","90,82","89,24","592,21K","-0,66%"
"24.06.2019","90,48","89,52","90,94","89,00","991,17K","2,17%"
"21.06.2019","88,56","89,60","90,66","88,32","2,05M","-1,14%"
"19.06.2019","89,58","91,00","91,10","89,50","506,96K","-1,28%"
"18.06.2019","90,74","89,60","91,16","88,32","1,23M","1,25%"
"17.06.2019","89,62","89,68","89,78","89,00","600,91K","0,43%"
"14.06.2019","89,24","90,10","90,12","87,00","1,09M","-0,98%"
"13.06.2019","90,12","91,94","91,94","89,22","936,82K","-1,72%"
"12.06.2019","91,70","91,84","92,30","90,56","839,99K","-0,82%"
"11.06.2019","92,46","91,50","92,56","91,00","735,09K","1,23%"
"10.06.2019","91,34","90,90","91,80","90,22","911,02K","1,29%"
"07.06.2019","90,18","92,42","93,40","89,30","1,02M","-2,78%"
"06.06.2019","92,76","93,98","94,80","92,70","802,79K","-1,84%"
"05.06.2019","94,50","95,80","96,74","93,98","825,85K","-0,84%"
"04.06.2019","95,30","97,00","97,06","94,90","708,99K","-1,35%"
"03.06.2019","96,60","97,00","97,30","95,54","447,59K","-0,19%"
"31.05.2019","96,78","94,00","96,90","93,00","1,01M","1,92%"
"30.05.2019","94,96","94,58","95,98","94,40","696,72K","0,27%"
"29.05.2019","94,70","92,70","94,82","92,20","1,59M","1,13%"
"28.05.2019","93,64","91,50","96,26","91,26","2,38M","2,92%"
"27.05.2019","90,98","90,78","91,70","90,04","251,23K","0,93%"
"24.05.2019","90,14","89,10","90,60","88,22","692,20K","1,37%"
"23.05.2019","88,92","91,42","91,42","88,82","752,47K","-3,05%"
"22.05.2019","91,72","92,50","93,46","91,72","873,38K","-0,99%"
"21.05.2019","92,64","92,04","93,10","91,84","1,04M","0,41%"
"20.05.2019","92,26","93,50","93,80","91,50","828,99K","-0,67%"
"17.05.2019","92,88","90,32","93,58","90,06","837,51K","2,65%"
"16.05.2019","90,48","87,80","91,82","86,76","1,02M","3,52%"
"15.05.2019","87,40","87,96","87,96","86,00","697,53K","0,18%"
"14.05.2019","87,24","88,40","89,94","86,76","848,48K","-0,23%"
"13.05.2019","87,44","87,86","89,02","86,16","589,94K","-0,39%"
"10.05.2019","87,78","88,50","89,22","87,06","656,32K","0,11%"
"09.05.2019","87,68","91,00","91,32","87,32","1,01M","-3,99%"
"08.05.2019","91,32","93,24","93,60","90,50","940,82K","-2,16%"
"07.05.2019","93,34","97,38","97,38","93,34","628,97K","-3,59%"
"06.05.2019","96,82","97,00","97,48","95,88","727,56K","-1,04%"
"02.05.2019","97,84","98,40","99,00","97,44","409,88K","-0,08%"
"30.04.2019","97,92","99,48","99,64","97,88","817,42K","-1,53%"
"29.04.2019","99,44","99,80","100,20","98,30","435,15K","0,22%"
"26.04.2019","99,22","100,50","100,60","98,60","577,81K","-1,57%"
"25.04.2019","100,80","100,80","101,20","98,30","809,07K","-0,54%"
"24.04.2019","101,35","101,60","101,95","100,80","707,95K","-0,25%"
"23.04.2019","101,60","101,40","102,50","101,30","368,93K","0,44%"
"18.04.2019","101,15","102,30","102,65","100,95","530,43K","-1,70%"
"17.04.2019","102,90","101,65","103,50","101,30","606,43K","1,28%"
"16.04.2019","101,60","100,75","101,60","100,20","660,99K","1,09%"
"15.04.2019","100,50","101,35","101,35","99,82","622,19K","-1,18%"
"12.04.2019","101,70","100,85","101,90","100,40","390,40K","1,19%"
"11.04.2019","100,50","101,70","102,05","100,30","647,67K","-1,52%"
"10.04.2019","102,05","100,55","102,15","100,10","585,64K","1,85%"
"09.04.2019","100,20","99,30","101,00","98,82","811,95K","0,97%"
"08.04.2019","99,24","98,70","99,70","98,02","658,79K","1,08%"
"05.04.2019","98,18","101,55","103,25","98,18","603,06K","-3,08%"
"04.04.2019","101,30","103,30","103,80","101,30","685,95K","-2,17%"
"03.04.2019","103,55","100,65","104,05","99,90","653,08K","4,09%"
"02.04.2019","99,48","100,25","101,25","99,00","489,55K","-0,46%"
"01.04.2019","99,94","98,90","100,15","97,66","481,32K","2,36%"
"29.03.2019","97,64","98,90","99,30","97,60","757,32K","-0,83%"
"28.03.2019","98,46","98,14","98,60","97,88","556,78K","0,24%"
"27.03.2019","98,22","99,76","99,76","97,00","537,89K","-0,91%"
"26.03.2019","99,12","98,60","99,36","98,10","413,48K","0,94%"
"25.03.2019","98,20","99,50","100,15","98,10","500,73K","-1,80%"
"22.03.2019","100,00","101,15","101,80","100,00","607,14K","-1,23%"
"21.03.2019","101,25","101,45","101,45","99,96","507,98K","0,25%"
"20.03.2019","101,00","101,50","101,95","99,70","610,10K","-0,98%"
"19.03.2019","102,00","101,85","102,50","101,45","375,52K","0,69%"
"18.03.2019","101,30","102,90","103,45","101,30","450,95K","-0,73%"
"15.03.2019","102,05","102,50","104,45","101,75","2,36M","0,20%"
"14.03.2019","101,85","102,40","102,60","101,50","401,91K","-0,05%"
"13.03.2019","101,90","101,95","102,40","101,30","694,33K","-0,49%"
"12.03.2019","102,40","103,70","103,85","101,85","796,80K","-0,29%"
"11.03.2019","102,70","103,40","103,85","102,10","648,65K","-0,29%"
"08.03.2019","103,00","101,75","103,45","100,70","533,51K","0,83%"
"07.03.2019","102,15","102,55","103,65","101,80","475,95K","-0,83%"
"06.03.2019","103,00","101,60","103,00","101,00","437,41K","1,58%"
"05.03.2019","101,40","101,20","102,95","101,20","362,26K","-0,10%"
"04.03.2019","101,50","101,30","103,50","99,74","728,78K","0,79%"
"01.03.2019","100,70","102,50","102,90","100,70","528,95K","-1,18%"
"28.02.2019","101,90","103,30","103,85","101,15","1,08M","-0,83%"
"27.02.2019","102,75","105,60","106,10","102,60","581,67K","-2,97%"
"26.02.2019","105,90","105,60","106,35","104,70","591,27K","-0,28%"
"25.02.2019","106,20","105,80","106,80","104,45","513,12K","0,57%"
"22.02.2019","105,60","104,05","106,65","104,05","648,71K","0,91%"
"21.02.2019","104,65","104,50","105,35","103,05","680,53K","-0,33%"
"20.02.2019","105,00","101,80","105,00","101,55","643,79K","4,06%"
"19.02.2019","100,90","102,00","102,80","100,90","696,58K","-0,88%"
"18.02.2019","101,80","103,10","103,65","101,70","415,18K","-1,50%"
"15.02.2019","103,35","103,20","104,80","102,75","675,18K","-0,58%"
"14.02.2019","103,95","103,00","104,20","102,35","886,76K","1,81%"
"13.02.2019","102,10","104,75","105,00","101,60","615,40K","-2,16%"
"12.02.2019","104,35","103,05","105,10","103,05","404,24K","1,51%"
"11.02.2019","102,80","103,20","106,10","102,80","629,01K","-0,48%"
"08.02.2019","103,30","103,70","104,45","103,00","557,85K","-1,15%"
"07.02.2019","104,50","105,85","106,20","102,60","630,53K","-1,60%"
"06.02.2019","106,20","104,40","106,25","104,35","689,30K","1,63%"
"05.02.2019","104,50","103,00","104,90","103,00","596,42K","0,67%"
"04.02.2019","103,80","105,10","105,90","102,80","615,84K","-1,14%"
"01.02.2019","105,00","104,75","105,75","104,20","454,08K","0,29%"
"31.01.2019","104,70","105,50","106,80","104,20","924,31K","-0,29%"
"30.01.2019","105,00","106,05","106,55","103,20","815,97K","-0,80%"
"29.01.2019","105,85","105,30","106,85","104,25","993,52K","0,67%"
"28.01.2019","105,15","108,05","108,20","103,90","1,43M","-2,32%"
"25.01.2019","107,65","108,50","108,70","107,00","1,65M","-0,28%"
"24.01.2019","107,95","113,00","113,55","107,50","1,49M","-5,10%"
"23.01.2019","113,75","110,75","113,85","110,25","704,83K","2,43%"
"22.01.2019","111,05","110,20","112,20","109,80","918,75K","0,59%"
"21.01.2019","110,40","111,90","111,90","109,50","397,18K","-1,12%"
"18.01.2019","111,65","111,20","111,90","110,35","644,32K","1,27%"
"17.01.2019","110,25","111,60","111,75","109,70","710,78K","-1,56%"
"16.01.2019","112,00","111,30","112,20","110,25","739,20K","0,81%"
"15.01.2019","111,10","111,10","111,90","109,60","670,48K","1,00%"
"14.01.2019","110,00","109,40","110,90","108,10","760,18K","-0,36%"
"11.01.2019","110,40","109,60","112,70","109,60","1,76M","1,28%"
"10.01.2019","109,00","108,00","109,35","105,60","1,47M","0,09%"
"09.01.2019","108,90","109,20","109,30","107,55","655,27K","0,37%"
"08.01.2019","108,50","107,50","109,40","106,40","724,10K","0,93%"
"07.01.2019","107,50","104,70","107,50","104,50","813,18K","3,71%"
"04.01.2019","103,65","103,00","103,90","101,85","691,68K","1,87%"
"03.01.2019","101,75","106,50","106,80","101,70","887,34K","-4,15%"
"02.01.2019","106,15","108,15","108,15","105,00","586,57K","-1,85%"
"28.12.2018","108,15","106,05","108,45","106,00","509,77K","1,74%"
"27.12.2018","106,30","105,60","107,65","104,60","458,18K","2,11%"
"21.12.2018","104,10","107,50","108,60","101,50","1,77M","-3,34%"
"20.12.2018","107,70","107,25","109,95","106,65","885,56K","-0,42%"
"19.12.2018","108,15","107,00","109,45","106,05","993,60K","1,41%"
"18.12.2018","106,65","107,50","108,80","105,80","1,23M","-0,61%"
"17.12.2018","107,30","111,05","111,55","107,30","654,87K","-3,98%"
"14.12.2018","111,75","112,00","113,55","110,70","594,37K","-1,54%"
"13.12.2018","113,50","111,00","114,35","109,90","1,34M","2,25%"
"12.12.2018","111,00","106,80","111,10","105,90","1,31M","4,72%"
"11.12.2018","106,00","106,20","107,25","103,60","806,53K","0,71%"
"10.12.2018","105,25","106,30","108,45","105,25","553,33K","-1,50%"
"07.12.2018","106,85","107,85","109,35","105,80","451,40K","-0,60%"
"06.12.2018","107,50","108,50","109,50","107,30","634,61K","-2,71%"
"05.12.2018","110,50","107,00","110,70","106,65","484,06K","1,47%"
"04.12.2018","108,90","107,90","109,30","106,90","1,09M","-0,18%"
"03.12.2018","109,10","111,00","112,35","107,25","1,21M","-0,91%"
"30.11.2018","110,10","112,75","112,75","109,20","1,88M","-2,44%"
"29.11.2018","112,85","110,50","113,30","110,10","1,27M","2,68%"
"28.11.2018","109,90","105,35","110,50","105,25","1,02M","3,97%"
"27.11.2018","105,70","101,55","105,70","100,00","1,35M","4,45%"
"26.11.2018","101,20","102,20","103,90","100,65","509,34K","-0,93%"
"23.11.2018","102,15","104,05","105,50","101,60","585,49K","-2,34%"
"22.11.2018","104,60","102,00","105,05","100,50","612,07K","2,10%"
"21.11.2018","102,45","101,25","103,95","101,10","1,24M","1,34%"
"20.11.2018","101,10","101,00","101,90","99,40","923,39K","-0,69%"
"19.11.2018","101,80","99,30","101,80","98,10","1,00M","2,83%"
"16.11.2018","99,00","97,62","99,24","96,52","851,77K","1,41%"
"15.11.2018","97,62","98,98","99,42","97,16","502,76K","-0,18%"
"14.11.2018","97,80","95,04","99,40","95,04","884,25K","2,28%"
"13.11.2018","95,62","97,22","97,84","95,12","854,16K","-0,85%"
"09.11.2018","96,44","93,82","97,00","92,56","937,87K","2,60%"
"08.11.2018","94,00","97,70","97,70","93,50","1,25M","-3,71%"
"07.11.2018","97,62","95,60","97,70","95,60","719,26K","1,16%"
"06.11.2018","96,50","96,62","97,78","95,02","922,54K","0,33%"
"05.11.2018","96,18","93,50","96,48","93,08","572,43K","2,87%"
"02.11.2018","93,50","93,40","94,26","92,68","1,03M","1,37%"
"31.10.2018","92,24","91,10","92,82","91,04","1,14M","1,50%"
"30.10.2018","90,88","88,42","90,88","88,06","1,53M","2,43%"
"29.10.2018","88,72","85,26","88,72","84,86","1,05M","4,57%"
"26.10.2018","84,84","88,32","88,74","84,70","997,46K","-3,94%"
"25.10.2018","88,32","90,20","90,84","88,00","1,23M","-3,48%"
"24.10.2018","91,50","91,46","92,46","90,60","814,81K","0,55%"
"23.10.2018","91,00","92,50","93,30","91,00","718,51K","-2,59%"
"22.10.2018","93,42","93,88","94,44","92,60","617,59K","-0,45%"
"19.10.2018","93,84","94,16","94,48","92,50","580,48K","-0,17%"
"18.10.2018","94,00","95,44","95,74","92,40","780,86K","-1,20%"
"17.10.2018","95,14","98,44","98,46","94,32","583,94K","-2,56%"
"16.10.2018","97,64","95,80","97,64","94,50","534,50K","2,26%"
"15.10.2018","95,48","96,30","96,42","94,30","362,88K","-0,85%"
"12.10.2018","96,30","94,80","96,80","93,88","1,23M","2,86%"
"11.10.2018","93,62","92,90","95,08","91,60","1,21M","-0,95%"
"10.10.2018","94,52","97,84","97,84","93,74","864,63K","-3,39%"
"09.10.2018","97,84","95,16","97,84","95,00","1,06M","2,49%"
"08.10.2018","95,46","97,50","97,80","92,80","819,30K","-1,91%"
"05.10.2018","97,32","99,70","99,70","96,90","1,02M","-1,97%"
"04.10.2018","99,28","98,50","99,88","97,62","810,73K","0,61%"
"03.10.2018","98,68","99,50","100,15","98,02","314,24K","-0,28%"
"02.10.2018","98,96","101,10","102,10","98,34","1,02M","-3,64%"
"01.10.2018","102,70","101,90","103,80","101,45","678,83K","1,68%"
"28.09.2018","101,00","101,00","102,55","99,16","802,30K","-1,13%"
"27.09.2018","102,15","100,20","102,40","99,30","1,04M","2,00%"
"26.09.2018","100,15","100,30","100,65","97,34","920,71K","0,00%"
"25.09.2018","100,15","100,80","104,85","100,15","1,16M","-0,50%"
"24.09.2018","100,65","97,66","101,30","97,66","928,08K","3,08%"
"21.09.2018","97,64","97,94","99,28","96,20","7,33M","0,66%"
"20.09.2018","97,00","99,00","99,34","96,50","1,29M","-1,52%"
"19.09.2018","98,50","101,10","101,15","97,00","1,50M","-1,60%"
"18.09.2018","100,10","100,50","101,70","99,82","849,81K","-0,35%"
"17.09.2018","100,45","99,20","101,30","98,80","1,06M","1,04%"
"14.09.2018","99,42","104,15","104,15","99,42","642,15K","-3,85%"
"13.09.2018","103,40","105,00","106,50","102,40","913,41K","-0,82%"
"12.09.2018","104,25","104,85","105,95","102,55","1,55M","-0,57%"
"11.09.2018","104,85","102,20","104,85","101,80","1,21M","3,05%"
"10.09.2018","101,75","103,00","103,80","100,50","446,89K","-0,59%"
"07.09.2018","102,35","101,15","103,60","100,60","779,19K","1,19%"
"06.09.2018","101,15","101,90","102,40","99,74","1,07M","-0,83%"
"05.09.2018","102,00","98,20","102,90","97,20","1,07M","3,95%"
"04.09.2018","98,12","100,00","101,00","97,90","566,75K","-1,49%"
"03.09.2018","99,60","98,50","100,70","98,14","398,77K","1,38%"
"31.08.2018","98,24","97,70","99,60","96,50","821,68K","-0,47%"
"30.08.2018","98,70","100,90","101,55","97,54","1,01M","-1,94%"
"29.08.2018","100,65","99,98","101,85","98,82","672,68K","0,65%"
"28.08.2018","100,00","99,20","101,00","97,34","721,64K","0,81%"
"27.08.2018","99,20","98,50","99,90","98,50","491,75K","0,73%"
"24.08.2018","98,48","96,60","98,52","95,70","475,56K","1,88%"
"23.08.2018","96,66","98,14","99,26","96,66","758,48K","-1,57%"
"22.08.2018","98,20","97,14","99,20","96,74","836,86K","1,09%"
"21.08.2018","97,14","97,98","97,98","96,48","619,82K","-0,47%"
"20.08.2018","97,60","95,98","98,96","95,90","591,99K","1,96%"
"17.08.2018","95,72","98,20","98,34","94,80","768,35K","-2,43%"
"16.08.2018","98,10","97,00","98,48","95,46","1,30M","0,31%"
"14.08.2018","97,80","96,00","98,36","95,66","938,69K","2,60%"
"13.08.2018","95,32","92,00","96,48","90,42","1,52M","3,61%"
"10.08.2018","92,00","93,10","93,90","91,60","979,48K","-2,52%"
"09.08.2018","94,38","93,02","94,38","92,48","386,74K","1,29%"
"08.08.2018","93,18","93,18","93,46","92,60","448,91K","0,11%"
"07.08.2018","93,08","93,46","93,80","92,06","401,04K","-0,24%"
"06.08.2018","93,30","93,66","93,78","92,08","286,68K","-0,51%"
"03.08.2018","93,78","91,92","93,98","91,92","430,97K","2,22%"
"02.08.2018","91,74","93,06","93,34","91,52","587,49K","-1,42%"
"01.08.2018","93,06","93,00","93,46","91,80","503,73K","0,45%"
"31.07.2018","92,64","95,30","95,30","92,46","765,83K","-2,85%"
"30.07.2018","95,36","93,32","95,44","92,90","524,57K","2,25%"
"27.07.2018","93,26","94,96","94,96","92,86","389,12K","-1,29%"
"26.07.2018","94,48","93,00","95,02","92,50","923,02K","1,70%"
"25.07.2018","92,90","90,70","93,40","88,36","760,18K","2,45%"
"24.07.2018","90,68","89,62","91,60","88,72","734,66K","1,21%"
"23.07.2018","89,60","87,22","90,50","86,62","780,53K","2,99%"
"20.07.2018","87,00","84,30","87,94","83,70","1,94M","3,94%"
"19.07.2018","83,70","81,20","83,70","81,10","892,39K","-0,43%"
"18.07.2018","84,06","84,00","84,44","83,42","531,72K","0,21%"
"17.07.2018","83,88","81,80","84,00","81,04","642,04K","3,40%"
"16.07.2018","81,12","82,00","82,52","81,12","275,29K","-1,05%"
"13.07.2018","81,98","82,16","82,20","81,00","391,69K","0,96%"
"12.07.2018","81,20","82,88","83,00","80,98","540,86K","-1,58%"
"11.07.2018","82,50","84,20","84,20","82,50","410,69K","-2,16%"
"10.07.2018","84,32","83,80","84,84","82,88","439,94K","1,20%"
"09.07.2018","83,32","85,94","85,94","82,70","331,77K","-1,75%"
"06.07.2018","84,80","84,32","85,66","83,66","548,61K","0,95%"
"05.07.2018","84,00","86,90","87,68","84,00","522,84K","-3,74%"
"04.07.2018","87,26","83,30","87,26","83,20","409,96K","3,91%"
"03.07.2018","83,98","82,08","84,00","82,08","351,23K","2,67%"
"02.07.2018","81,80","82,84","83,28","81,80","269,01K","-2,69%"
"29.06.2018","84,06","83,70","84,20","83,00","609,36K","1,89%"
"28.06.2018","82,50","82,00","84,30","81,20","699,50K","0,24%"
"27.06.2018","82,30","83,30","83,70","81,32","484,27K","-1,60%"
"26.06.2018","83,64","82,30","84,78","82,28","516,00K","1,38%"
"25.06.2018","82,50","82,20","83,76","82,02","308,54K","-0,36%"
